title,company,url,posted,description,ats_score,ats_reasoning
Insight Analyst,Foundever,https://uk.linkedin.com/jobs/view/insight-analyst-at-foundever-4225585494?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"Who are we? Put simply, our mission is to be the solutions and the team behind the best experiences for the world's leading brands. Wherever and whenever needed. With 170,000 people working across the globe, FoundeverTM securely connects brands with their customers 9 million times a day in 60+ languages. Our global footprint makes us one of the few true global players in the BPO industry. The Opportunity We are seeking a dynamic and experienced Insight Analyst to support the next phase of growth and innovation for Foundever's English-speaking markets. The ideal candidate will be an analytical thinker, naturally inquisitive, with exceptional problem-solving skills. In this role, you will use your data analytics skills to analyse customer and colleague data to develop insights. These will enable our clients and operational teams to better understand customer behaviour, campaign performance and make better, data-led decisions. You'll work closely with internal stakeholders and client teams to deliver one-off or ongoing insights and recommendations with the opportunity to work across a variety of industries. Key Responsibilities Data Analysis - Analyse data sources and dashboards, provide insight to client and operational teams. - Identify trends, patterns, and opportunities that support strategic business initiatives. - Develop and deliver presentations to client teams, translating complex analysis into clear, business-friendly language. - Work with our BI & reporting team to design and fine tune insight dashboards, reports, and visualizations in Power BI. Stakeholder Management - Project manage our Insight managed services. - Capture requirements for data analysis, develop / manipulate data sets and dashboards to address the problem statement. - Deliver insight to explain our findings and propose next steps or suggestions for follow up analysis. - Present the findings of your analysis to stakeholders at all levels from Team Managers to C-suite. - Act as a trusted advisor to both operations and our clients, helping them leverage data to achieve their goals. Continuous Improvement - Support our CI team with the development, sizing and business cases for solutions to client CX & operational performance challenges - Stay up-to-date with the latest analytical tools, techniques and trends to continuously improve the impact and efficiency of analysis. Your Profile and Experience - 2+ years of experience in an analytics or business intelligence role. - At least 1 year of experience working with contact centre data is essential. - Hands on expertise in programming languages such as SQL is preferred but not essential - Comfortable developing MS Powerpoint presentations and manipulating data in MS Excel - Basic to intermediate knowledge of Power BI data visualisation - Strong communication skills, both written and verbal, with an ability to influence stakeholders. - Excellent problem-solving skills and critical thinking ability. - Ability to work independently and manage multiple projects in a fast-paced environment. The Package - Competitive salary of £40-50k, depending on experience - 10% bonus based on company and personal performance - 25 day annual leave + standard bank holidays - Competitive pension scheme - Remote working You will also have the benefit of working for a very secure and stable organisation that provides excellent working conditions and training as well as an aggressive growth strategy for the UK & SA which will open up careers opportunities for the right individual. If this really interests you and you are attracted to pushing yourself to a rewarding career, then please apply now and our Recruitment Team will be more than happy to speak with you. Apply Now! We look forward to reviewing your application. Foundever® is an equal opportunity and Disability Confident employer. We value our diversity and we're committed to making Foundever® a truly inclusive place to work. We recognized and embrace that people work in different ways and we'll always adapt as much as possible so you have the best and most comfortable working environment that we can offer. If you need use to make any adjustments to our recruitment process, speak to our recruitment team who will be happy to support you. The personal data you provide in your application, and as part of the recruitment process, will only be held and processed for the purpose of the selection process of Foundever and in connection with any subsequent employment or placement, unless otherwise indicated. Your data will be retained only for as long as it permitted by UK legislation and then destroyed.",95,"The CV showcases extensive experience in data analysis, machine learning, and AI-related research projects, making the candidate highly relevant for the Insight Analyst role with a focus on data analysis and business intelligence."
Internal Audit Data Analyst,Michael Page,https://jobs.accaglobal.com/job/13266530/internal-audit-data-analyst/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"We are seeking a detail-oriented Data Analytics Auditor to join our clients' internal audit department. The candidate will analyse financial data and provide strategies to improve financial performance and operational efficiency within the organisation Client Details Our client is a well-established, publically trading entity in the West Midlands. As a large organisation with an international reach, they utlise data analytics to assess global areas without an onsite audit presence to help visualise the businesses performance to the board and support the creation of the annual audit plan to identify areas of potential risk. Description - Perform detailed data analysis on financial & operational information. - Support delivery of the annual audit plan within the wider operational team - Provide strategies to improve financial performance and operational efficiency. - Collaborate with the Accounting & Finance department to streamline auditing processes. - Present audit findings to management and propose improvements. - Ensure compliance with financial regulations and standards. - Monitor and manage risk within the organisation's financial operations. - Develop and maintain relationships with key stakeholders. - Provide training and support to staff on new systems or processes. Profile A successful Data Analytics Auditor should have: - Relevant degree in Finance, Accounting, or related field. - Ideally hold a relevatn qualification ie ACA, ACCA, CIA, CISA - Previous experience within internal audit - Proficiency in data analytics and statistical tools. - Strong understanding of financial regulations and standards. - Excellent problem-solving skills and attention to detail. - Ability to communicate complex data in understandable terms. - Good interpersonal skills for building relationships with stakeholders. Job Offer - An estimated salary range of £60,000 - £65,000 per annum. - Opportunity to work in a large established & well-structured organisation - Bonus and private healthcare benfits amongst others - A supportive company culture that values professional growth. - Generous holiday leave. - Work in a great birmingham location on a hybrid basis",95,"The candidate has a PhD in Data Science, extensive experience in predictive analytics, machine learning, and data visualization, along with research experience in healthcare and pharmaceuticals. They also have a strong background in programming languages and tools relevant to the job description."
Analytics Consultant,Foundever,https://uk.linkedin.com/jobs/view/analytics-consultant-at-foundever-4225581790?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"Who are we? Put simply, our mission is to be the solutions and the team behind the best experiences for the world's leading brands. Wherever and whenever needed. With 170,000 people working across the globe, FoundeverTM securely connects brands with their customers 9 million times a day in 60+ languages. Our global footprint makes us one of the few true global players in the BPO industry. The Opportunity We are seeking a dynamic and experienced Analytics Consultant to support the next phase of growth and innovation for Foundever's English-speaking markets. The ideal candidate will be an analytical thinker, naturally inquisitive, with exceptional problem-solving skills. In this role, you will combine industry knowledge with your technical capabilities to deliver analytics & Insight programs for our clients. These will help achieve a range of outcomes including optimising business processes, enhancing customer experiences and growing sales / revenue. You'll work closely with internal stakeholders and client teams to design, pitch and deliver these programs of work across a wide range of sectors. As part of the wider Analytics and Insight community, you will leverage your expertise in data analysis with strong stakeholder management skills to deliver high impact analysis and gain the buy-in of the business, our operations and our clients. Key Responsibilities Data Analysis - Lead analyst for the delivery of Insight & analytics programs. - Strong understanding of statistical analysis and modelling techniques. - Develop and deliver presentations to client teams, translating complex analysis into clear, actionable recommendations. - Work with our BI & reporting team to design and fine tune insight dashboards, reports, and visualizations in Power BI. - Design and execute experiments (A/B testing) to validate insights and recommendations. Stakeholder Management - Partner with clients to understand business objectives and translate them into analytical & insight solutions. - Present the findings of your analysis to stakeholders at all levels from Team Managers to C-suite. - Act as a trusted advisor to both operations and our clients, helping them leverage data to achieve their goals. - Collaborate closely with the Data Science & Engineering, Insight and Continuous Improvement teams. Continuous Improvement - Work closely with the Continuous Improvement (CI) function to ensure insights are translated into actionable projects and improvements. - Support the development of business cases by quantifying the impact of the proposed initiatives, including cost-benefit analysis and ROI predictions. - Track the implementation and success of solutions providing feedback and adjustment recommendations when required. - Stay up-to-date with the latest analytical tools, techniques and trends to continuously improve the impact and efficiency of analysis. - Lead, mentor and develop more junior members of the team. Sales and Solutions - Develop business cases and calculate ROI to enable our team to pitch for and win new business or expand our services for existing clients. - Support our Analytics Director with the development of sales and analytics solutions, which will form part of a proposals to new prospects or the expansion of services for an existing account. Your Profile and Experience - 3+ years of experience in an analytics role - 2+ years experience working with contact centre data is essential. - Hands on expertise in programming languages such as SQL, Python or R ideally in a cloud computing environment (ideally MS Azure) - Intermediate to expert knowledge of Power BI data visualisation - Knowledge of Azure cloud infrastructure e.g. Databricks is preferred but not essential - Experience with Alteryx is desirable but not essential - Experience of working with unstructured data is desirable but not essential - Strong communication skills, both written and verbal, with an ability to influence stakeholders. - Excellent problem-solving skills and critical thinking ability. - Ability to work independently and manage multiple projects in a fast-paced environment. The Package - Competitive salary of £50-65K, depending on experience - 10% bonus based on company and personal performance - 25 day annual leave + standard bank holidays - Competitive pension scheme - Remote working You will also have the benefit of working for a very secure and stable organisation that provides excellent working conditions and training as well as an aggressive growth strategy for the UK & SA which will open up careers opportunities for the right individual. If this really interests you and you are attracted to pushing yourself to a rewarding career, then please apply now and our Recruitment Team will be more than happy to speak with you. Apply Now! We look forward to reviewing your application. Foundever® is an equal opportunity and Disability Confident employer. We value our diversity and we're committed to making Foundever® a truly inclusive place to work. We recognized and embrace that people work in different ways and we'll always adapt as much as possible so you have the best and most comfortable working environment that we can offer. If you need use to make any adjustments to our recruitment process, speak to our recruitment team who will be happy to support you. The personal data you provide in your application, and as part of the recruitment process, will only be held and processed for the purpose of the selection process of Foundever and in connection with any subsequent employment or placement, unless otherwise indicated. Your data will be retained only for as long as it permitted by UK legislation and then destroyed.",95,"The candidate's extensive experience in data science, machine learning, and analytics, as well as their proficiency in tools like Python, R, SQL, Power BI, and cloud platforms, align well with the job description's requirements for an Analytics Consultant role."
Analytics and Insights Consultant,Hays,https://uk.linkedin.com/jobs/view/analytics-and-insights-consultant-at-hays-4225331335?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"Hays Solutions and Advisory Base Location: London, Manchester or Leicester Role Objectives: Working in the position of Analytics and Insights Consultant, you will assume responsibility as the Analytics and Insights expert. You will collaborate with business stakeholders and external clients to understand their problem statements and challenges, using data and insights to deliver meaningful outcomes within agreed timelines In this role you will work with a variety of data sets, leverage Hays' own collateral and thought leadership materials, and explore new data sources to deliver impactful insights that empower clients to make data-driven decisions. You will also be producing insights to Hays internal stakeholders which facilitates meaningful conversations with their clients, achieving other outcomes which establish Hays as a true leadership partner. You will be accountable for creating new products and introducing them to the business. You are expected to stay abreast of market developments and be a subject matter expert on new and innovative sourcing methodologies, data tools, and technology platforms. You will present viable options to the management team for consideration. By fostering a culture of innovation and driving continuous improvement, you will ensure our processes and products remain competitive. Additionally, you will obtain feedback where data insights have been used successfully, evolving the offering to maximise our return on investment Skills and Competencies - Demonstrates behaviours that support and reflect the Hays values - a team player - Attention to detail is key to the role - Analytical - Highly organised - Commercial focused - Strong intellect balanced by pragmatic, solution-oriented approach - Excellent personal presentation and communication skills - Able to effectively manage and influence stakeholders at all levels - Professional and approachable - Good forward-planning, can work under pressure and to deadlines Knowledge, qualifications and experience - Experience in data analysis and providing insights and being able to make recommendations is essential - Proficiency in Microsoft Office and familiarity with other data presentation tools are desirable What you will get in return: - Culture built on rewarding success and the opportunity to influence your earning potential. - Industry-leading technology and training. - Flexible hybrid working patterns. - Global career opportunities. - Performance incentives and wellbeing initiatives. - Referral bonus scheme and support networks. - Paid charity day and partnerships. Life at Hays offers growth, varied career paths, and a culture of inclusion that celebrates diversity. If you're ready for a new tomorrow, let's create it together!",95,"The candidate's CV showcases extensive experience in data analysis, machine learning, AI, and research in healthcare and pharmaceuticals, aligning well with the job description's focus on data analysis, insights delivery, and collaboration with stakeholders."
Rewards Data Intelligence Specialist,WTW,https://careers.wtwco.com/jobs/rewards-data-intelligence-specialist-london-england-united-kingdom?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"Description Willis Towers Watson Rewards Data Intelligence Practice is a leading provider of compensation,",95,"The candidate's CV showcases extensive experience in data science, machine learning, and AI, with a strong focus on research and practical applications in healthcare and pharmaceuticals, aligning well with the job description's emphasis on data intelligence in the rewards practice."
Data Analysis Manager,PRIMUS Global Technologies Pvt Ltd,https://uk.linkedin.com/jobs/view/data-analysis-manager-at-primus-global-technologies-pvt-ltd-4223701308?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"Relevant Technical Experience: - Managing D&A (Data & Analytics) projects, especially with Microsoft Fabric and Azure Databricks, positions you well for modern data platform roles. - Understanding of data lifecycle, MDM (Master Data Management), DQ (Data Quality), and DG (Data Governance) reflects strong data management expertise. Domain Knowledge: - Experience with CPG (Consumer Packaged Goods) clients suggests familiarity with industry-specific challenges and KPIs, which is valuable for client engagement and solution alignment. Agile Expertise: - Comprehensive involvement in Agile ceremonies (Sprint Planning, Stand-ups, etc.) and facilitation of Breakout Sessions highlights your capability as a Scrum Master or Agile Project Manager. - Skills in conflict resolution, stakeholder management, and risk/dependency identification are critical in agile leadership roles. Governance and Stakeholder Engagement: - Mention of project governance setup, change management, and coordination with both internal and client-side senior stakeholders demonstrates maturity in project delivery and stakeholder communication. Reporting & Metrics: - Usage of Agile metrics, burn-up/down charts, and transparency in reporting showcases focus on continuous improvement and performance tracking.",90,"The CV showcases extensive experience in data science, machine learning, AI, and research, with a focus on predictive analytics, Bayesian modeling, and developing intuitive dashboards. The candidate has relevant technical skills, project experience, and a strong research background."
Data Analyst/Developer - Executive Support - 105681 - Grade 7,University of Birmingham,https://uk.indeed.com/viewjob?jk=1e57abe66dee2450&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"Position Details Executive Support Location: University of Birmingham, Edgbaston, Birmingham UK Full time starting salary is normally in the range £36,130 to £45,413 with potential progression once in post to £48,149 Grade: 7 Full Time, Permanent Closing date: 1st June 2025 Interviews are expected to be held in person on Monday 23rd June. Our offer to you People are at the heart of what we are and do. The University of Birmingham is proud to have been a part of the City of Birmingham and the wider region for over 100 years, and we are equally proud to be recognised as a leading global university. We want to attract talented people from across the city and beyond, support them to succeed, and celebrate their success. We are committed to helping the people who work here to develop through our sector-leading Birmingham Professional programme which provides all professional services staff with development opportunities and the encouragement to reach their full potential. With almost 5,000 professional services jobs in a wide-range of functions in Edgbaston and in our campus in Dubai, there are plenty of opportunities for you to be able to develop your career at the University. We believe there is no such thing as a typical member of staff and that diversity is a source of strength that underpins the exchange of ideas, innovation, and debate. We warmly welcome people from all backgrounds and are committed to fostering an inclusive environment where diversity is at the heart of who and what we are, and how we work. Supporting our people to achieve a healthy work/life balance is important both to our employees and to the success of the University and, depending on the role, we offer a variety of flexible working arrangements. We therefore welcome discussions on all forms of flexible working. In addition, you will receive a generous package of",95,"The candidate has a PhD in Data Science, strong research experience in academia and industry, relevant skills in programming, data analysis, and machine learning, as well as a proven track record of developing innovative AI solutions."
(Only 24h Left) Data Scientist in the Coronary ResearchGroup,Corehr,https://www.recruit.net/job/only-h-left-data-scientist-jobs/05F87EC42E2BB1FD?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"Data Scientist in the Coronary Research GroupDepartment: SCMMS Southbank About Us The School of Cardiovascularand Metabolic Medicine & Sciences (Head, Professor MauroGiacca) provides an outstanding multi-disciplinary environment forthe pursuit of cutting-edge cardiovascular and metabolic research.Our current research spans the fundamental molecular, cellular, andphysiological processes that underlie normal and abnormalcardiovascular and metabolic function and drive the translation ofthis strong basic science into advances in clinical practice. TheSchool occupies facilities across the Guy's, St Thomas' and DenmarkHill campuses of King's College London and comprises over 70clinical and non-clinical academic groups, hosting 400 personneland 110 PhD students. Clinical and pre-clinical researchers atKing's have access to state-of-the-art core facilities andexpertise, including multimodality in vivo imaging, clinicalresearch facilities, experimental medicine hub, high-throughputrobotic screening, comprehensivegenomics/proteomics/metabolomics/single cell analyses, integrativeinvasive and non-invasive human physiology, and comprehensivemurine physiology and genetic modification. There is an innovativeclinical informatics platform integrated with large language modelsfor the analyses of electronic health records across the King'sHealth Partner NHS Trusts. Assisted by the close collaborationbetween clinical and academic colleagues and the outstandinginfrastructure, all the building blocks are in place for thegeneration of novel advances with major clinical impact. The Schoolhosts a range of training programmes including three PhD programmesin cardiovascular sciences and advanced therapies, an MSc inCardiovascular Sciences and an iBSc in Cardiovascular Medicine.Multiple other doctoral training programmes are available acrossthe Faculty. About the Role The postholder will contribute to thedevelopment of our portfolio of clinical and health informaticsplatforms and research which sits within the King's BHF Centre ofResearch Excellence (https://www.kcl.ac.uk/scms/bhf-centre) andspecifically work within the Coronary Research Group at KCL. TheCoronary Research Group carries out translational research into themechanisms and consequences of cardiac ischaemia with a view todeveloping and evaluating novel and personalised treatments forischaemic heart disease. The group employs diverse researchmethodologies to achieve these aims, from exploration of thepathophysiological basis of disease states by detailedcharacterisation of patients during diagnostic and therapeuticprocedures through designing and conducting multicentre randomisedclinical trials to applying machine learning and ArtificialIntelligence techniques to data extracted from routine healthrecords. The work will also include areas relevant to the BHFCentre Themes including heart failure, obesity, and metabolicdiseases with the scope of extending the timeframe of the contractbased on the receipt of renewed funding. The Group's research isfunded by peer-reviewed grants from charities (including theAcademy of Medical Sciences, British Heart Foundation, and MedicalResearch Council) and public funding (UK National Institute forHealth Research and US National Institute for Health) as well asinvestigator-initiated commercial funding. The role will buildclinical NLP and phenotyping using electronic health records,putting these tools in the hands of clinical users. As such, thistool is a foundational piece of work to enable a multitude ofsubsequent projects and grant applications which use this softwareto identify a cohort of patients from the EHR. This is a 50% FTEpost (17.5 hours per week), and you will be offered a fixed termcontract for 8 months. About You To be successful in this role, weare looking for candidates to have the following skills andexperience: - PhD or equivalent experience in a relevant area -Knowledge or interest in Natural language processing ideally overbig biomedical data - Software development experiences inlarge-scale academic projects and/or industry environment - Datamanagement in large scale and heterogeneous data spaces - ClinicalInformatics - Biomedical ontologies / Semantic Web technologies -Information retrieval, data analytics and/or text mining onElectronic Health Records and biomedical literature - Knowledge ofmachine learning / deep learning with an interest in theapplication to electronic patient records - Understanding orinterest in graph data models / Knowledge graph techniques - Somestatistical skills Further Information We pride ourselves on beinginclusive and welcoming. We embrace diversity and want everyone tofeel that they belong and are connected to others in our community.We are committed to working with our staff and unions on these andother issues, to continue to support our people and to develop adiverse and inclusive culture at King's. We ask all candidates tosubmit a copy of their CV, and a supporting statement, detailinghow they meet the essential criteria listed in the advert. If wereceive a strong field of candidates, we may use the desirablecriteria to choose our final shortlist, so please include yourevidence against these where possible. Interviews are due to beheld in April-May. Grade and Salary: £44,355 - £49,128 pro rata perannum, including London Weighting Allowance. Job ID: 113107 PostDate: 14-Apr-2025 Close Date: 28-Apr-2025 Contact Person: HaseebRahman Contact Details: haseeb.rahman@kcl.ac.uk#J-18808-Ljbffr",95,"The CV showcases a strong background in data science, machine learning, and AI, with experience in healthcare and pharmaceutical research, as well as proficiency in a wide range of relevant tools and technologies matching the requirements of the Data Scientist position in the Coronary Research Group at KCL."
Junior Data Scientist (Associate I - Data Analysis),UST,https://pixelaxiom.com/.joblib/job/junior-data-scientist-associate-i-data-analysis-at-ust-leeds-england-6646715132535244516f545a6d464e4b4b673d3d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"We are recruiting for a Junior Data Scientist to work with internal and external stakeholders from across the healthcare, retail, financial and manufacturing sectors, enabling our Clients to leverage their data through the development and utilisation of advanced analytics, machine learning models and data visualisations. About the role: Supported and mentored by a Senior Data Scientist, the Junior Data Scientist will be a problem solver. They will use their existing knowledge and experience to develop analytical solutions and exploring and learning additional data science methods (with appropriate training) as required by the business requirement. What you will need: Educated to degree level in mathematics, computing, a related subject or equivalent experience Experience of using Python (preferred) or R to develop advanced analytics and machine learning models Experience and understanding of the development life-cycle for advanced analytics and machine learning models Experience of solving business problems through the application of advanced and predictive analytics What we believe: We're proud to embrace the same values that have shaped UST since the beginning. Since day one, we've been building enduring relationships and a culture of integrity. And today, it's those same values that are inspiring us to encourage innovation from everyone, to champion diversity and inclusion, and to place people at the centre of everything we do. Humility : We will listen, learn, be empathetic and help selflessly in our interactions with everyone. Humanity: Through business, we will better the lives of those less fortunate than ourselves. Integrity: We honour our commitments and act with responsibility in all our relationships. UST is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. UST reserves the right to periodically redefine your roles and responsibilities based on the requirements of the organization and/or your performance.",95,"The candidate has relevant experience in data science, machine learning, and predictive analytics, as well as a strong educational background in the field. They have worked on projects related to healthcare data analysis, feature selection, and model development, aligning well with the job requirements for a Junior Data Scientist."
"Senior Data Scientist, Healthcare Analytics",AstraZeneca,https://pixelaxiom.com/.joblib/job/senior-data-scientist-healthcare-analytics-at-astrazeneca-macclesfield-england-6646715132535250514962596e46564249773d3d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:38:22,"Senior Data Scientist, Healthcare Analytics Gothenburg (Sweden), Macclesfield (UK), Barcelona (Spain), Mississauga (Canada) Competitive Salary +",95,"The candidate's extensive experience in predictive analytics, machine learning, Bayesian modeling, and software engineering align well with the job description for a Senior Data Scientist in Healthcare Analytics. Their research experience, skills, and relevant projects demonstrate a strong fit for the position."
Machine Learning Research Engineer,Knauf Energy Solutions,https://www.recruit.net/job/machine-learning-research-engineer-jobs/5206239CB6F14389?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Direct message the job poster from Knauf Energy Solutions Would you thrive in a fast-scaling business, solving novel problems in collaborative teams? Are you interested in developing machine learning products from conception to deployment? If so, you could be the person we are searching for. We are an IoT innovator working to scale our product deployments across the UK and EU. We are passionate about developing technology that will change paradigms and contribute to a sustainable future. We are building Virtual Energy Infrastructure using our world-leading machine learning algorithms. We're looking for a Machine Learning Research Engineer to work with us in our Data Science and AI Team. In this team, we build custom algorithms that use novel approaches to solve our business needs. You will be working with large, complex, and unique datasets to solve a wide range of difficult statistical, mathematical, and physical engineering problems. To achieve this, you will work with cutting-edge technologies in a highly collaborative environment. Key to this role is the ability to envision and design new algorithm products while carefully considering the practicality of rollout, wider strategic implications, and any legal or ethical considerations - and then taking these products from conception to deployment. This will require strong software engineering expertise and excellent machine learning proficiency. The ideal candidate brings not just technical skills, but an intellectual curiosity and eagerness to expand their knowledge across diverse technical domains. You will be working with an enthusiastic, agile and highly skilled team to deliver a paradigm-changing technology across Europe with a positive environmental and social impact. Our world-leading algorithmic products are at the core of our business, so as a part of the Data Science and AI Team, you will have a high level of exposure to the wider business. This role is based in our London office, near Liverpool Street (hybrid in-office and work-from-home). Experience Level: - Hiring at a range of experience levels; 0-4 years of experience We are looking for: - MSc/MSci in a highly quantitative field (Mathematics, Computer Science, Physics, etc) - Strong knowledge of Python and appropriate Machine Learning libraries and frameworks - Strong analytical and communication skills - Experience collating, cleaning and visualizing datasets - Ability to work autonomously, conducting research and posing difficult questions in order to build scalable algorithmic solutions to hard problems from the ground up - Enthusiasm to learn and contribute to a culture of learning - Advantageous- PhD (in a highly quantitative field) What we offer: - Generous annual leave allowance, excellent",95,"The candidate has a PhD in Data Science, extensive experience in predictive analytics and machine learning, and has developed various algorithms and models. They have experience working on real-world data projects and deploying solutions, which align with the job requirements for developing machine learning products from conception to deployment."
▷ Immediate Start: Mid-Level Machine LearningEngineer,Tbwa Chiat/Day Inc,https://www.recruit.net/job/immediate-start-mid-machine-learningengineer-jobs/76D084C9B7C81F2B?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"PlayStation isn't just the Best Place to Play - it'salso the Best Place to Work. Today, we're recognized as a globalleader in entertainment producing The PlayStation family ofproducts and services including PlayStation5, PlayStation4,PlayStationVR, PlayStationPlus, acclaimed PlayStation softwaretitles from PlayStation Studios, and more. PlayStation also strivesto create an inclusive environment that empowers employees andembraces diversity. We welcome and encourage everyone who has apassion and curiosity for innovation, technology, and play toexplore our open positions and join our growing global team. ThePlayStation brand falls under Sony Interactive Entertainment, awholly-owned subsidiary of Sony Corporation. Mid-Level MachineLearning Engineer Do you want to join a Machine Learning teamcommitted to personalizing the PlayStation experience for hundredsof millions of users? The work we do delivers impactful insights tobuild an increasingly dynamic and interactive experience! TheMachine Learning Engineers within the platform engineering groupwill deliver optimized interactions across PlayStation experiencesand systems by designing, coding, training, documenting,cost-effectively deploying and evaluating very large-scale machinelearning systems. We are looking for someone who can builddelightful products and experiences for millions, in an agileenvironment, collaborating with teams across Engineering andProduct. Further, you will be immersed in groundbreaking MLtechnologies, tools and processes, as you help to advance ourtechnical objectives and architectural initiatives. You Will: -Design and develop various machine learning and deep learningmodels and systems for high-impact consumer-facing applicationssuch as content personalizations and product recommendations. -Work with a broad spectrum of state-of-the-art machine learning anddeep learning technologies, in the areas of recommendation systems.- Create metrics and configure A/B testing to evaluate modelperformance offline and online to inform and convey our impacts todiverse groups of stakeholders. - Collaborate with cross-functionalteams of technical members and non-technical members inarchitecture, design and code reviews. - Analyze and produceinsights from a large amount of dynamic structured and unstructureddata using modern big data and streaming technologies. - Producereusable code according to standard methodologies in Python. YouBring: - Masters degree in CS/Statistics/Data Science, with aspecialization in machine learning or equivalent experience. -Experience with Python, and ideally also Scala or Java. -Experience in developing ML models for structured data, and ideallyalso unstructured data. - Industry work experience in designing andimplementing large-scale machine learning-based solutions thatideally include: recommender systems, personalization, and A/Btesting. - Strong machine learning and statistical knowledge.Preferred Qualifications: - Proficient with Machine learningframeworks such as Tensorflow, PyTorch, MLlib. - Experience withDatabricks, Spark, Tecton, Kubernetes, Helm, Jenkins. - Familiaritywith standard methodologies in large-scale DL training/Inference. -Experience with reducing model serving latency, memory footprint. -Experience in cloud-based environments, such as AWS. - Experienceworking with custom ML platforms. Equal Opportunity Statement: Sonyis an Equal Opportunity Employer. All persons will receiveconsideration for employment without regard to gender (includinggender identity, gender expression and gender reassignment), race(including colour, nationality, ethnic or national origin),religion or belief, marital or civil partnership status,disability, age, sexual orientation, pregnancy, maternity orparental status, trade union membership or membership in any otherlegally protected category. We strive to create an inclusiveenvironment, empower employees and embrace diversity. We encourageeveryone to respond. PlayStation is a Fair Chance employer andqualified applicants with arrest and conviction records will beconsidered for employment. #J-18808-Ljbffr",95,"The applicant's CV showcases extensive experience and skills in data science, machine learning, AI, and software development, including relevant research and internship experiences in healthcare and pharmaceuticals, as well as projects demonstrating proficiency in MLops frameworks and tools."
Applied AI Scientist (Recommender Systems),algo1,https://www.monster.co.uk/job-openings/applied-ai-scientist-recommender-systems-london-greater-london--5fb77419-94db-423d-b408-d7740aeca0bc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:53:03,"Applied AI Scientist (Recommender Systems) Algo1: London Area, United Kingdom Hybrid: Minimum of 3 days per week in Central London office About the job We are a VC-backed startup focused on behavioural AI, currently in stealth mode. We are building for retail with a focus on Recommendation Systems, Reinforcement Learning and GenAI. We are looking for an Applied AI Scientist with deep experience in advanced Recommender Systems to work with our team of industry leading domain experts and engineers. Areas of focus: - Develop and implement: Design and implement scalable Recommender Systems. - Solution development: Translate latest Recommender Systems advances into impactful solutions and products, from MVPs to fully deployed systems. - Performance optimisation: Optimise machine learning models for performance in modern environments (e.g., distributed clusters, GPUs). Requirements: - Hands on experience: Implemented Recommender System solutions in commercial context. - Education: MSc in Computer Science, Machine Learning, or a closely related field. - Machine learning expertise: Strong foundation in machine learning and deep learning algorithms (e.g., deep neural networks, supervised/unsupervised learning, predictive analysis, forecast modelling). - Programming proficiency: Excellent Python programming skills with experience in developing and debugging production-level code. Bonus points: - Deep learning frameworks: Expertise with PyTorch and HuggingFace transformers. - Generative AI: Strong practical understanding of LLMs and transformers. - PhD in a related field. - Reinforcement Learning knowledge. About the Company: algo1",95,"The candidate has a PhD in Data Science, extensive experience in predictive analytics, and has worked on developing scalable machine learning models. They have hands-on experience with various programming languages, machine learning frameworks, and have relevant research and project experience in AI and data science."
